100;4959;5507;1308;1044
200;19886;21604;2769;6511
300;51503;49665;4734;3771
400;105159;102917;6452;5333
500;826234;443822;6751;5065
600;310768;211144;11916;10867
700;288189;359679;10951;9826
800;364683;409466;13679;11547
900;569197;4018905;15951;13924
1000;649312;589103;24944;16583
1100;680182;710949;22257;19397
1200;7146860;863697;23587;23473
1300;966943;1649930;27199;22151
1400;2744790;4078450;24652;19986
1500;1601206;1529293;33464;27530
1600;1564630;5548495;32211;31874
1700;1623317;1690106;37490;32575
1800;6755107;2064030;35611;31665
1900;6697294;2187463;43621;35243
2000;2789416;7173821;43056;35710
2100;2636251;7618448;208628;46541
2200;7422083;2915714;62574;55960
2300;8711571;3387758;43259;29945
2400;6678942;8512698;55244;52540
2500;5031202;8158525;53708;57978
2600;7833883;8918618;59160;63888
2700;4161749;10421551;48046;36812
2800;9008612;9381002;61948;71653
2900;9506909;9670440;79695;64703
3000;10211445;10040459;67794;61060
3100;10904415;15172264;76430;78315
3200;10850109;13697673;796519;412903
3300;9094580;15643804;56582;47950
3400;12164746;12673018;66998;62771
3500;14929345;11802136;81851;78388
3600;12202664;17255803;63503;57511
3700;18124634;15722778;281320;175874
3800;17145786;13652151;83615;71093
3900;16365109;18034737;173115;110938
4000;19216506;18883094;93462;90516
4100;14421891;18996293;85291;75595
