100;1372;1961;941;765
200;2904;4456;2065;1864
300;4728;6575;3316;3125
400;6697;18636;4484;7688
500;8662;14987;5360;5352
600;11701;23740;13590;7282
700;16732;25272;8550;8291
800;17732;58270;9823;11129
900;102274;45476;11883;14345
1000;19623;155284;12100;11811
1100;22423;64912;17577;17675
1200;26858;75626;15867;157768
1300;26769;91653;17325;18016
1400;31030;98323;19600;12046
1500;28669;86120;10535;10116
1600;34409;262522;26284;21400
1700;34582;116175;11986;11181
1800;29423;151034;26542;23460
1900;32339;125035;17893;15668
2000;33610;144855;17247;22785
2100;45420;164889;34710;28346
2200;54819;171587;23938;22849
2300;56083;178668;27250;34701
2400;67752;183096;36910;35459
2500;55278;202754;40140;36548
2600;67679;206577;24529;2374148
2700;89285;310545;45757;39191
2800;82174;236907;782679;44932
2900;79456;314892;46920;45462
3000;86267;337103;260651;72232
3100;93102;309038;47833;468974
3200;164101;332666;31840;23567
3300;78862;292314;63013;49538
3400;114580;300651;24731;25101
3500;71460;314056;55161;49995
3600;120972;337065;59301;3386035
3700;107443;352887;51730;46609
3800;145847;343990;59449;58554
3900;119363;341064;40299;31807
4000;140091;377241;63463;61818
4100;159090;767321;77313;71401
