100;4601;4632;121;110;149;951;643;6666;5135;4442;1021;3955;327;802;
200;14486;18811;190;179;249;2173;1215;11545;10061;16285;2107;4755;1469;1767;
300;30757;41016;264;238;341;3514;2687;24125;15665;34591;3131;9917;1978;2493;
400;56803;64036;166;163;225;3739;1982;23729;13968;59733;2912;9063;1540;2329;
500;49797;64092;200;200;273;4736;2471;23904;17289;3735459;3390;13758;2718;3173;
600;101929;134754;245;243;348;5958;2983;35268;33989;116740;3937;14863;2810;3976;
700;750727;295811;296;274;415;12781;3597;44789;67579;421074;5222;20939;3598;4564;
800;642819;932806;384;333;516;8393;3916;37560;37561;233625;320324;24005;4533;9106;
900;344885;2699453;332;323;458;9611;4389;161284;50212;775680;10262;35823;8873;11014;
1000;1913335;621890;379;373;591;13316;6000;49251;57814;351723;10785;40002;10138;5585;
1100;2631176;1177583;437;409;651;12154;5326;199799;44684;706417;12736;55500;10401;13776;
1200;712045;911322;919;869;1437;17962;7184;73729;74730;562231;15053;1212055;103468;23572;
1300;2073958;2111496;964;976;1490;19769;9985;451698;216163;1752582;15066;89949;13869;21109;
1400;862375;956499;481;478;690;16176;6785;65030;85772;715957;25956;106146;19242;21314;
1500;1483937;1406506;1146;1128;3121;23016;8965;81482;105429;969624;23600;91410;18561;20017;
1600;981789;5446809;1265;1258;1912;27649;13010;89964;138490;1532604;20468;103794;18306;23000;
1700;6968381;2053888;702;651;1014;20596;13615;130983;155045;2723764;13716;131112;17254;17934;
1800;1330521;985222;1262;1201;1070;25516;9111;62107;87394;4247168;13742;110367;10893;16894;
1900;2258791;1886015;1346;1308;2022;33545;10637;65055;73205;3326196;22631;162403;21640;25164;
2000;4195854;3594139;714;699;2448;27827;19339;125455;90609;1353753;16422;116159;25751;25942;
2100;1415157;3806727;837;790;1231;32960;11788;166611;98278;2329174;15490;110658;15971;15427;
2200;3613972;3966398;1567;1547;2477;37034;12814;103119;148768;5836478;27440;156034;26032;33039;
2300;2204073;6977669;1827;1791;2821;38013;14932;127342;151076;2230394;29931;174511;56861;40481;
2400;7054172;2867265;1533;1265;1310;31284;12041;105848;121651;7141655;28768;164859;29875;37372;
2500;2717009;8036820;1717;1820;2737;49199;14470;121909;178182;7057469;54834;173303;34487;39312;
2600;3119928;7557254;1857;2168;2997;46698;15445;116701;223391;3357015;33296;177620;29628;37469;
2700;7035803;9322289;1612;1584;2539;48110;14927;272975;301343;3963124;34190;373177;30089;39130;
2800;5122067;2748809;1050;1043;1640;36209;13582;96955;116189;9113242;110171;262276;110911;134903;
2900;2373345;6042517;1019;999;1587;52107;14662;403615;162627;6163881;29594;164657;18661;25272;
3000;2388720;7082690;2220;3348;1768;42116;14185;100048;157056;4221764;41879;218956;35527;41712;
3100;6429923;3513356;1157;1066;1749;41153;14716;106475;203186;8022471;39266;190204;24504;46627;
3200;7630745;4055479;1181;1100;2020;45361;17203;114554;188644;8949156;27925;198731;31241;23757;
3300;6062600;4229899;1531;1257;2617;49639;16586;109452;152365;8183060;38208;226178;26810;34800;
3400;10020741;8661352;1214;1166;1849;53934;16451;124859;186553;8170097;47435;226200;20415;33210;
3500;9243551;11062890;1230;3424;1981;182211;19245;133865;168308;8411867;51521;252649;51716;57701;
3600;9811054;11478165;2475;2436;3753;70690;27021;136517;248506;9941176;54520;263513;42740;59302;
3700;10237592;16658109;2722;2574;4149;65871;22746;139972;261887;9975939;49563;265350;45606;58713;
3800;11026917;11950278;1434;1305;2066;55412;19495;119333;193460;10343036;30983;199434;26403;4979404;
3900;5161204;8999711;2842;2683;4081;77752;28139;143927;226657;10849977;46540;4075612;36797;42642;
4000;4366766;10434954;2723;2748;3890;68775;23509;123378;4709284;10339168;52842;281711;46749;65691;
4100;12176257;18211859;1990;2898;4337;77412;22398;126438;226982;10714741;35866;241146;48592;64944;
