100;6876;13239;3621;3054
200;14883;28722;8478;7260
300;24075;43836;16179;12672
400;35073;67497;19323;16866
500;42252;82362;21504;21084
600;54351;110001;35955;28878
700;60570;122310;36105;33690
800;82320;171171;43470;38472
900;86076;212118;61233;43278
1000;93954;204645;48783;48090
1100;102828;244998;81492;59484
1200;125196;268731;79101;64884
1300;131478;313821;74799;70284
1400;139158;300312;80610;75696
1500;140826;324177;94773;81102
1600;193935;446124;96495;86478
1700;165978;437886;111966;91890
1800;187248;489921;133509;97284
1900;182481;458925;141069;102702
2000;206607;491703;109566;108096
2100;218154;571479;168405;126090
2200;229236;548835;176547;132090
2300;231558;548532;184476;138108
2400;272967;636204;172587;144090
2500;280212;693219;179727;150096
2600;284778;742179;165204;156090
2700;275958;739365;171735;162096
2800;307647;728466;177867;168102
2900;308544;737112;200394;174102
3000;311631;771678;207429;180108
3100;335889;1145565;205563;186096
3200;433332;1135971;212202;192084
3300;354825;920145;218997;198102
3400;374301;921792;244437;204096
3500;358578;976608;251604;210108
3600;414771;1156365;288855;216090
3700;388113;1018995;297015;222108
3800;392013;1093161;304926;228108
3900;392643;1089990;237117;234114
4000;474567;1140414;242895;240102
4100;581610;2394183;353508;270684
