100;9997;2791;2624;2558
200;5280;5578;5909;5878
300;8764;9339;9600;11089
400;11837;14805;14255;13260
500;17429;18200;18154;24151
600;18936;52744;23812;24403
700;33711;46388;42338;31750
800;69925;53057;47926;58953
900;45523;98635;58677;98899
1000;90481;175377;172743;53621
1100;123817;66720;73645;62695
1200;54942;113042;73278;72057
1300;99432;113959;122602;136691
1400;95232;90905;116414;102823
1500;172853;86510;76532;159948
1600;91903;125065;89633;118471
1700;110445;122043;129354;137497
1800;103430;124886;116921;116686
1900;117446;147675;432698;132329
2000;107705;124752;3471067;354950
2100;180279;153787;399710;151427
2200;135255;969638;389650;336659
2300;137619;171702;245039;247680
2400;160483;286103;200689;191275
2500;176331;213318;218145;199817
2600;200720;226946;182723;183246
2700;159108;200606;3383511;333356
2800;206536;221552;455622;535649
2900;251173;282225;228838;293890
3000;252208;264111;247757;241558
3100;230814;268392;265509;241572
3200;214818;290061;3806848;281986
3300;240064;326509;333543;291156
3400;257446;1135404;638460;379567
3500;380438;350043;376455;249703
3600;209525;352912;257979;214642
3700;212982;267409;4667562;340531
3800;257732;315824;829654;874755
3900;459338;908515;539466;283873
4000;265862;303268;254228;266227
4100;267429;387436;286891;1693829
