100;76795;81083;19707;1293
200;303628;322948;41144;2593
300;705642;725239;62623;3893
400;1258625;1298503;84137;5193
500;1952241;2044690;105574;6493
600;2817029;2943552;127053;7793
700;3827917;3993171;148567;9093
800;4985826;5210848;170004;10393
900;6332912;6666067;191483;11693
1000;7838712;8220591;212997;12993
1100;9480628;9927371;234434;14293
1200;11303867;11839067;255913;15593
1300;13215030;13865799;277427;16893
1400;15322125;16081036;298864;18193
1500;17509233;18416232;320343;19493
1600;19945887;20970714;341857;20793
1700;22505792;23756201;363294;22093
1800;25221004;26621037;384773;23393
1900;28112525;29580349;406287;24693
2000;31139970;32961497;427724;25993
2100;34287231;36358086;449203;27293
2200;37699445;39956378;470717;28593
2300;41151062;43726224;492154;29893
2400;44847833;47657789;513633;31193
2500;48626864;51713190;535147;32493
2600;52538735;56022642;556584;33793
2700;56665290;60357719;578063;35093
2800;60919166;64777372;599577;36393
2900;65444987;69466826;621014;37693
3000;70009845;74312373;642493;38993
3100;74672528;79334320;664007;40293
3200;79521333;84499167;685444;41593
3300;84670971;89710385;706923;42893
3400;89847305;95265630;728437;44193
3500;95110862;100958703;749874;45493
3600;100741179;106723657;771353;46793
3700;106478592;112653054;792867;48093
3800;112225338;118903471;814304;49393
3900;118205462;125324205;835783;50693
4000;124343200;131831966;857297;51993
4100;130713082;138466739;878706;53293
