100;6709;5956;5947;5762
200;11977;12997;11948;11200
300;19792;22854;18832;11412
400;24726;29320;23500;22648
500;36530;29589;22701;19198
600;30536;37757;31526;26897
700;43086;46729;38153;32394
800;59794;70612;36457;42256
900;51209;71869;48861;51284
1000;57158;83606;74397;98093
1100;98234;136782;80557;66123
1200;74662;100367;83179;72239
1300;92703;147784;70347;79711
1400;96076;134286;73866;90230
1500;93306;5528480;113905;88272
1600;106611;143351;80621;100145
1700;104130;151709;105086;105619
1800;142105;166280;87286;102114
1900;127081;178179;88974;101741
2000;135413;168759;108073;124198
2100;161608;204705;107766;111488
2200;154896;257571;144247;142669
2300;158629;239344;151722;132870
2400;177574;5180822;196870;194937
2500;466753;516261;166645;139709
2600;177398;284205;190325;194077
2700;254675;300187;200814;201489
2800;258816;314606;460170;177926
2900;271193;334546;166456;4341271
3000;296105;299155;213307;207804
3100;267744;389800;243017;231612
3200;1011833;435232;315405;257890
3300;323329;391849;267029;257517
3400;304349;4560509;246425;221076
3500;291424;422004;270528;218934
3600;353049;358820;206641;235571
3700;293528;450671;282571;187086
3800;287986;5638464;704324;738197
3900;266883;1152171;267367;263614
4000;596900;472452;298184;300372
4100;357774;487788;316605;249125
