100;4266;5656;1036;1271;296;1177;667;6861;5670;3246;1032;2613;848;875;
200;11273;12679;2076;3146;529;2620;1332;11231;24355;9830;1891;6082;1836;1924;
300;40264;41712;3542;3396;706;3898;2051;18084;10760;18077;2019;9560;2891;3466;
400;46192;59563;2525;2462;533;4479;2247;27880;26093;35896;4592;11052;1999;2136;
500;348373;106111;15050;5576;1228;7386;3272;36198;22811;66505;6701;14454;2446;4438;
600;137858;137089;3703;3501;750;8766;3833;33573;30450;72046;4143;30375;6370;6783;
700;157093;166960;7531;8043;1826;10530;3737;40610;41865;114174;10885;20400;7643;8522;
800;621454;602137;11382;10146;1952;13770;5342;68126;41338;235100;9635;31738;8908;9831;
900;329034;348835;10520;5281;1225;14860;5750;50410;59620;155898;10350;38287;9998;5367;
1000;251767;4306081;8311;7788;1770;14204;5143;41866;46759;206957;8248;915389;13183;19455;
1100;1287687;1161223;13486;6066090;2042;25019;7025;59710;70555;270404;12302;54668;12694;12835;
1200;547805;573548;14472;7067;1647;20121;7180;68331;74928;302331;8814;57637;13818;12870;
1300;8030596;1102751;10447;14721;1973;26921;6375;70472;65840;413392;43029;465557;9404;8320;
1400;662799;1025352;18173;14389;3365;24246;19904;74643;96074;1989985;16243;87359;18916;24054;
1500;599892;3782030;15388;32952;2054;31504;40817;121129;126206;661445;15019;105683;23182;21740;
1600;2833993;5780153;11585;12269;4644;26826;9074;73542;73851;468456;14257;75080;10203;11137;
1700;1023771;1003201;11011;12388;3008;25819;10928;62185;90318;550915;15490;102864;19200;26143;
1800;5938006;1343050;10831;10594;2434;26382;10008;62297;86284;602702;23031;97005;14238;15598;
1900;1153764;6516754;19432;18507;4763;37575;10152;82312;120696;925782;23708;114913;15495;21219;
2000;2155531;1736102;18489;13893;2701;31372;14100;88198;123586;4668963;25713;125206;19692;28749;
2100;2210536;2040216;22471;21144;3433;40977;18965;83494;121437;4491676;22181;157456;16250;26451;
2200;3420325;6834769;28137;25115;5329;44044;14528;102679;212604;1037743;27401;141596;41005;46414;
2300;1990333;7074380;17629;21265;5758;47785;14817;120772;586132;1064369;24167;193338;29686;18932;
2400;1961503;6388226;32992;15631;5985;45238;14351;224816;250102;1481082;28720;152088;27088;37608;
2500;6982619;3123633;33690;30327;6306;50867;13367;134295;159965;5933512;26703;148364;49754;37361;
2600;2903876;8339970;91108;23758;7020;64617;24246;358881;165822;7039018;74295;283600;70067;35898;
2700;3566448;7854532;29970;35621;10243;57053;17236;121875;198948;1974649;36542;184391;36312;41210;
2800;7649244;8400301;30910;30688;6167;54393;16073;323805;125047;2416255;151081;307171;150975;49231;
2900;7267712;5385902;28212;29114;12180;120574;79494;2834391;464521;3195397;42723;217217;41610;598943;
3000;5035274;2589495;17920;17695;4044;49126;16794;100088;145321;6953633;36330;836421;21226;27078;
3100;3432814;7762123;86473;31754;7527;60845;17753;125697;250022;1909549;42815;190907;34240;34317;
3200;8805026;10443692;86085;54095;7879;99068;46650;194664;474147;6494980;28545;210406;46149;45627;
3300;7925260;5578523;37293;38257;8271;69658;26137;137240;4070449;4139923;63641;199483;21342;23505;
3400;7488924;10507926;97865;37974;6896;63892;18578;131380;381937;4726027;45882;244645;39514;31627;
3500;7469800;14077037;36808;40344;7321;116765;27122;148683;288628;4565146;49275;367505;41086;54084;
3600;11491339;7483686;37751;37883;7947;82599;22522;145286;250194;3081532;52617;242488;45629;52310;
3700;11028078;11947349;25270;23361;4624;63868;18089;2979574;282052;4182441;58773;345772;54682;60347;
3800;11386262;15193846;44575;53274;9509;75470;27152;142536;281277;7783139;34191;245773;51416;70597;
3900;11531024;10973113;47992;47053;9416;84038;24362;141336;292239;8333311;53289;522729;52835;78674;
4000;9187692;12473152;28038;24238;7135;79267;18999;139468;221981;6846305;37090;297570;32343;32257;
4100;10155298;10245536;27062;27564;11127;74312;23911;134885;234213;9344521;56731;450039;49257;56392;
